N,comment,Year,hour_z_time,an,Language
241,My crush forever …<br>CPT???? Lol,2022-08-26,13,P,en
242,Pure evil,2022-08-26,08,N,ro
243,The Antichrist.   God wins and Satan will be cast into the bottomless pit along with his minions.,2022-08-26,06,P,en
244,Sh!thead obama,2022-08-26,06,O,en
245,"Miss the classy US Presidents -Barack Obama seem to the last 💖 who kept US as the number one country besides all the opposition.  Chic, capable, classy, compassionate and caring. Gone are those days….",2022-08-25,21,P,en
246,As Adiihs@,2022-08-25,12,O,et
247,Obama had brain.... that&#39;s true,2022-08-25,06,P,en
248,Kb,2022-08-25,05,O,sw
249,"Mr. President, it&#39;s 2022. Your approval ratings are still going up. Thank you.",2022-08-24,21,O,en
250,And Trump didn’t have the balls to attend his. <br><br>Angry Trumplicans comment here<br>                            👇🏽,2022-08-24,20,O,en
251,"Oh how I miss Obama! The smartest president we&#39;ve had in my lifetime, and I&#39;m old. What an intelligent respectful man with a great sense of humor. Take care Obama blessings to you and your family",2022-08-24,17,P,en
252,Hobama unline enpresa warmat no binner,2022-08-24,07,O,de
253,Ningún político dinjer yo,2022-08-24,07,O,es
254,A King 👑 Of Freedom 💘🦋,2022-08-24,07,O,en
255,"Donald trump,  listen up,  THIS is how you make a speech!!!",2022-08-24,04,O,en
256,Maybe to give up flow,2022-08-23,10,O,en
257,I love Dumbo now have no illusion,2022-08-23,10,P,en
258,Fished one out at least little prick is brave commend that flappy ears wierdo.,2022-08-23,10,P,en
259,One of the worst ever. Glad. To see it gone.  Thank God.    But. W.l . M.  Not black.  8 yrs. Was to long.,2022-08-23,08,N,en
260,Hหนูไม่ใด้จะปิดโปรแกมของคุณนะคะแต่หนูกลัวคุณทั้สองจะเป็นอันตรายจากฝรั่งคนนั้นนะคะเพาะเขาชอบพูดว่าอะก็โอบรามาและเขาชอบเอาโปรแกมของคุณมาหลอกอยู่เลยนะคะแล้วจะให้หนูทำอย่างไรคะฟีด,2022-08-23,07,N,th
261,Hคุณโอบรามาและคุณมิตรเชวไม่ต้องน้อยใจนะคะฟีดเพาะถึงอย่างไรหนูก็ต้องใหัคุณและคุณมิตรเชวดูและบริษัญออสตราอืนสพรัพพาสเตอร์ริ้งอยู่ดีคะเพาะอยากไปทำพาสเตอร์กับคัณทั้งสองอยู่ดีและเปอร์เซ็นแท็กหนูต้องแบงร์ให้คุณสองท่านอยูเพาะรู้ว่าทั้สองเหนือยมากแต่คุณยังแอบเงียบเพื่อช่วยหนูคะฟีด,2022-08-23,07,N,th
262,"After watching this sometime later, do we really want the Flusher-in-Chief to return to 1600 PA Ave?",2022-08-22,23,P,en
263,Sad and funny at the same time. We miss the type of President.,2022-08-22,22,N,en
264,How I miss a personable and Intelligent President,2022-08-21,23,P,en
265,GW Bush and Barack Obama.  The two greatest presidents in the history of USA.  Two fine men and Michelle and Laura are the greatest and classiest First Ladies.  Love this speech.  <br>&quot;Someone jumped the fence at the White House.  I have to give credit to the Secret Service.  Michelle is back safe at home now&quot;  LOL!!!!,2022-08-21,20,P,en
266,THE BEST AMERICAN PRESIDENT,2022-08-21,14,P,vi
267,"What an awesome man! He is the most presidential, 2 term democrat who has given us all HOPE for democracy and prosperity! Obama totally rocks democrats and freedom! I love them!",2022-08-21,14,P,en
268,This was so good,2022-08-20,21,P,en
269,"I miss him, respectable, intelligent, humble, and honorable.",2022-08-20,00,P,en
270,The absolute &quot;BEST&quot; orator or shall we say the most eloguent public speaker as President that there will ever be. Too bad that McConnell with his slurpy tongue fought him all the way<br>from day one.,2022-08-19,19,P,en
271,1. John F. Kennedy 🇺🇸 👑<br>2. Barack Obama 🇺🇸 👑,2022-08-19,15,O,en
272,"Lord, I miss Obama EVERY DAMN DAY! Class act.",2022-08-19,14,O,en
273,A real class act. Thank you Obama for your service and your professionalism and how you carried yourself as a real President of the greatest country in the world.,2022-08-19,04,P,en
274,A towel oh my God.,2022-08-18,12,O,cy
275,President Obama and these are in Thomas Dale Hopewell Junior’s own words so take that into retrospect tickles. What’s the difference between hindsight and real time to 24 hour stocks and shock values?,2022-08-18,12,P,en
276,Daniel Goldman before Congress opens up trumps files do you feel like as my attorney you need to step in?,2022-08-18,12,O,en
277,President Obama when’s the last time you bought underwear? Have you ever allowed your tags to be expired? Shaquille O’Neal told me a story one time that it’s at 2° that his kids will be introduced to the media or public. How do you feel about that?,2022-08-18,12,O,en
278,Love. Love. Love this man!,2022-08-18,01,P,en
279,"Freaking clown, like any other politician",2022-08-17,22,N,en
280,Funny 😄 🇺🇸☝️🇺🇸🇺🇸🇺🇸🇺🇸,2022-08-17,21,P,en
281,Aug 17TH 2022. Was a Great man so nice 👍 🗽,2022-08-17,21,P,en
282,Miss him!!!!,2022-08-17,15,O,de
283,🇺🇸👋🏾🙏🇺🇸,2022-08-17,14,O,en
284,"No one has done it better, he truly was a great president and I miss him and the family everyday. Enjoy your retirement Mr President you more than earned it ❤️❤️❤️🤙😏 MAHALO 🏝️⛱️🌊🌅❤️.",2022-08-16,22,P,en
285,The best!,2022-08-16,21,P,en
286,Przestancie już kłamać tego nie idzie słuchać!!! Zostawcie Polskę w pokoju ❤️🌹,2022-08-16,19,O,pl
287,🥢🦪🔱,2022-08-16,11,O,en
288,We all should believe in God 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2022-08-16,04,O,en
289,Such a wonderful  president  !  Always  make me smile when I listen to him !,2022-08-15,09,P,en
290,Great sense of humor 😀😀,2022-08-15,00,P,en
291,It&#39;s like a red wedding.  Merick garland bar the door.  We gonna do this right here and now. <br>🤸‍♂️🦖🕘👯‍♂️,2022-08-14,13,P,en
292,He&#39;s the actual anti Christ.  I beheld Satan fall as lightning from the heavens.  46 chromosomes make up the body of the🐉.<br>😇⚡🦖🙃🧬👯‍♂️✡️🐛🦂<br>Suebarkah hakrabeoS the goddess of the dawn.,2022-08-14,13,O,en
293,idk why but &quot;it&#39;s only nine more months baby&quot; was so damn cute,2022-08-14,11,P,en
294,Not my favorite,2022-08-14,08,P,no
295,What if Pres. Barack Obama is a wolf in (black) sheep&#39;s clothing?,2022-08-13,22,N,en
296,"I further heard that the person known as Michelle Obama, or another, goes as a man (and is!) known as Kevin Simpson; Elimo; or perhaps Rhonda, or Marilyn, or Renay, or Carol....",2022-08-13,22,O,en
297,"his comments about the importance of the free press and facts really hit different after Trump. Also his comments about Trump&#39;s campaign being ridiculous and very unlikely to succeed make it even scarier that he actually got into office (and might do again)<br>Obama is hilarious though, this is so lovely to watch and I&#39;m so glad we got a taste of it again with Biden this year. There is still hope :)",2022-08-13,20,P,en
298,America the land of idiots,2022-08-13,08,N,en
299,Her name is Michael 😂😂😂,2022-08-13,07,O,de
300,Salty much 😂😂😂,2022-08-13,07,P,en
301,Love you  President Obama ❤️,2022-08-13,07,P,es
302,After the twenty-eight minute mark is the sign of a MATURE LEADER!!!,2022-08-13,06,P,en
303,"John 3:16-21 16 For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.  17 For God sent not his Son into the world to condemn the world; but that the world through him might be saved.  18 He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.  19 And this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil.  20 For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved.  21 But he that doeth truth cometh to the light, that his deeds may be made manifest, that they are wrought in God.",2022-08-12,20,P,en
304,🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐,2022-08-12,19,O,en
305,"Charming, speaks well. But, he supported ISIS. He is a POS. A traitor to this nation.",2022-08-12,11,P,en
306,Onw word... SWAG.,2022-08-12,05,O,af
307,Picture my middle finger.  That’s my comment.  To any thinking America  loving patriot this man is a disgrace.,2022-08-12,01,P,en
308,Obama sucks,2022-08-11,20,N,hr
309,Mic drop,2022-08-11,18,O,ro
310,"What a great guy!   America, you were one fortunate nation to have this man at the helm.   May his type of character matter..... &#39;cause CHARACTER matters!!!",2022-08-11,13,P,en
311,This just goes to illustrate what an inarticulate cretinous windbag Donald Trump is.,2022-08-11,13,N,en
312,Ohhhhhh how I miss Barack Obama.,2022-08-10,22,O,en
313,The man is awesome.<br>And this is especially interesting to watch given how things are turning out for “The Donald.”,2022-08-10,14,P,en
314,"Obama prosecuted more whistleblowers and press under espionage act than preceding prez combined<br><br>Spied on a sitting prez as a civilian <br><br>Handed over thousand of children to child traffickers at s border<br><br>Legalized the US media to use same propaganda seeEYEa uses on other countries for regime change <br><br>He and Holder never showed up to congressional subpoena fastNfurious<br><br>Oversaw the slowest economic  recovery in US history<br><br>You can keep your plan and keep your doctor LOL<br><br>Ben Ghazi<br><br>Destroyed Syria Libya increased military in Afghanistan and Iraq<br><br>Weaponized IRS to attack Tparty<br><br>Threatened martial law on congress to pass a bill<br><br>Built new beach front homes in MVinyard and Hawaii while whining about rising sea levels<br><br>He is most certainly a joke<br>Those of you enamored by his ability to speak and charisma, the joke is on you<br><br>Big birthday bash everybody flew in on private jets but climatechange ya know",2022-08-10,10,P,en
315,👹🤮🖕🕋🕋💩💩🦂,2022-08-10,01,O,en
316,"Obama OUT, was a good thing.",2022-08-09,23,P,en
317,Sadly He is not out he is still behind the curtain messing things up  puppet master for sleepy joe,2022-08-09,22,N,en
318,"All jokes, he did diddly squat,",2022-08-09,16,O,en
319,There will be no greater than Obama. Love him and miss him so much &lt;3,2022-08-09,16,P,en
320,Fox is like &quot;How dare he vandalize that microphone by dropping it on the ground!&quot;,2022-08-08,16,O,en
321,I so miss this guy...HE MADE THE PRESIDENCY COOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL,2022-08-08,05,O,en
322,maman💪💧🔥🤳👈,2022-08-08,02,O,tl
323,❤️,2022-08-07,21,O,en
324,I miss the Obamas,2022-08-07,21,O,en
325,No drama Obama missed terribly! most of all by the late Isis Islamic Caliphate who prospered so much under his umbrella. Sad but true,2022-08-07,18,P,en
326,"You and your Biden  have destroyed the whole world with your wars. Leave Europe alone, nothing will make you the first country in the world.",2022-08-07,12,P,en
327,"Sometimes there are intelligent presidents too. Not too often, not everywhere though",2022-08-07,10,P,en
328,I just love president Obama,2022-08-06,21,P,no
329,This is better than the Donald trump roast,2022-08-06,15,P,en
330,Bruh you had the coolest president,2022-08-06,15,O,en
331,Only President Obama can make a joke about &quot;The Rains of Castamere&quot; from GOT in a White House event.,2022-08-06,02,O,en
332,What a Man !!!  Your American Mandela.,2022-08-06,00,O,en
333,That sarcasm is magical! His delivery comes at the right time.,2022-08-05,17,P,en
334,"August 8th 2022, 11:30 pm, and here I am...",2022-08-05,03,O,en
335,Please run again,2022-08-05,03,O,en
336,Useless clown!,2022-08-04,20,N,en
337,He destroyed this country. Glad he’s gone,2022-08-04,19,P,en
338,Dislike,2022-08-04,00,O,af
339,Kelvin Hart and Chris rock were truly noted needed to make this  meeting a fun one. Barack is a combination of both of them and with charisma..,2022-08-03,18,P,en
340,His leadership &amp; authenticity remains unparalleled to date. Many no longer recall when hyper vigilance was not ingrained in our lives. Obama changed the world. Trumpers never got over that reality.,2022-08-03,13,P,en
341,"I have my issues with the guy, but damn if he isn&#39;t the most charismatic politician in the country. <br><br>I wish Democrats today could learn a thing or two from Obama&#39;s incredible rhetoric.",2022-08-02,22,P,en
342,Talk about his accompishments not his class act,2022-08-02,04,O,en
343,"<b>Hi fan,I&#39;m Keanu Reeves,If you have ever chatted with any other Keanu Reeves, you have been deceived</b><br><b>If you have ever sent money to anyone claiming to be me,you have been scammed.If you have ever received any reply to your comment here on YouTube apart from this,you have been deceived</b><br><br><b>I haven&#39;t been on social media,my privacy matters to me.I have received  too many complaints about imposters defrauding people with my name on all social media platforms,that&#39;s why I came here to catch them and report them to the FBI and Interpol.Please report any other keanu Reeves you find on the internet to me by contacting me directly on my email that is displayed above this message near my profile picture*You will be rewarded greatly and the scam victims will be compensated</b> ..",2022-08-01,23,P,en
344,"I love Obama and i am not from America! I wish we have a president like him. 🥰🥰 America you where lucky to have him us a president. I am sure if he could candidate again ,all americans will vote for him, even stupid,awfull rasists.🥰🥰",2022-08-01,23,P,en
345,Michael does him up the butt every night.  What a jack A**.,2022-08-01,22,O,en
346,Show boat,2022-08-01,13,O,en
347,Excelente presidente,2022-08-01,01,P,pt
348,Still missing you but glad you&#39;re not in today&#39;s mess,2022-07-31,20,P,en
349,Truly a class act!,2022-07-31,18,O,en
350,"Much love from Germany to you, Mr President! ❤❤❤❤❤",2022-07-31,17,P,en
